ensembl,symbol,description,log2FoldChange,pvalue,padj,206161_sp_3d_tg,206176_sp_3d_tg,206177_sp_3d_tg,206167_sp_3d_tg,206168_sp_3d_tg,206214_sp_3d_tg,206229_sp_3d_tg,206174_sp_3d_wt,206175_sp_3d_wt,206158_sp_3d_wt,206165_sp_3d_wt,206166_sp_3d_wt,206215_sp_3d_wt,206227_sp_3d_wt
ENSMUSG00000028212,Ccne2,cyclin E2 [Source:MGI Symbol;Acc:MGI:1329034],0.112464545,0.428798024,0.770157963,130,133,124,130,110,198,167,106,162,202,160,81,148,94
ENSMUSG00000040302,Rbm48,RNA binding motif protein 48 [Source:MGI Symbol;Acc:MGI:2442653],-0.110188519,0.42883498,0.770157963,83,70,56,72,68,113,92,72,116,85,112,78,88,64
ENSMUSG00000034269,Setd5,SET domain containing 5 [Source:MGI Symbol;Acc:MGI:1920145],0.087310491,0.429242462,0.770157963,1059,681,646,767,649,922,839,695,892,823,856,618,760,714
ENSMUSG00000014846,Tppp3,tubulin polymerization-promoting protein family member 3 [Source:MGI Symbol;Acc:MGI:1915221],-0.197388231,0.429060862,0.770157963,257,75,100,80,136,138,132,163,264,156,154,109,121,132
ENSMUSG00000018217,Pmp22,peripheral myelin protein 22 [Source:MGI Symbol;Acc:MGI:97631],-0.176380269,0.429018106,0.770157963,105,69,72,49,89,120,70,82,145,88,179,65,91,46
ENSMUSG00000051627,H1f4,"H1.4 linker histone, cluster member [Source:MGI Symbol;Acc:MGI:1931527]",-0.164392401,0.429206345,0.770157963,849,927,447,900,456,890,658,1113,871,1084,763,494,577,932
ENSMUSG00000059920,4930453N24Rik,RIKEN cDNA 4930453N24 gene [Source:MGI Symbol;Acc:MGI:1914859],0.119231134,0.429107955,0.770157963,71,118,99,95,61,116,127,107,119,97,99,53,103,77
ENSMUSG00000022941,Ripply3,ripply transcriptional repressor 3 [Source:MGI Symbol;Acc:MGI:2181192],-0.254798326,0.42894108,0.770157963,35,14,13,13,28,35,20,15,56,27,20,27,30,19
ENSMUSG00000044469,Tnfaip8l1,"tumor necrosis factor, alpha-induced protein 8-like 1 [Source:MGI Symbol;Acc:MGI:1913693]",-0.144571922,0.429243493,0.770157963,66,44,40,41,48,58,52,57,47,49,82,49,78,38
ENSMUSG00000117361,Gm30984,"predicted gene, 30984 [Source:MGI Symbol;Acc:MGI:5590143]",-0.442534549,0.429234937,0.770157963,1,3,4,8,2,9,2,14,4,6,9,1,2,5
ENSMUSG00000056071,S100a9,S100 calcium binding protein A9 (calgranulin B) [Source:MGI Symbol;Acc:MGI:1338947],0.776994016,0.429422308,0.770224222,6,1,5,1,0,4,24,2,0,0,1,13,1,2
ENSMUSG00000072769,Gm10419,predicted gene 10419 [Source:MGI Symbol;Acc:MGI:3642823],-0.445386584,0.429453886,0.770224222,13,0,4,2,6,1,6,13,9,6,8,3,5,3
ENSMUSG00000038260,Trpm4,"transient receptor potential cation channel, subfamily M, member 4 [Source:MGI Symbol;Acc:MGI:1915917]",-0.171658042,0.429409716,0.770224222,104,128,147,174,60,116,103,127,104,172,188,131,114,123
ENSMUSG00000109257,Gm45200,predicted gene 45200 [Source:MGI Symbol;Acc:MGI:5753776],0.332218566,0.429402565,0.770224222,17,7,14,9,3,8,12,8,20,5,6,8,9,2
ENSMUSG00000027439,Gzf1,GDNF-inducible zinc finger protein 1 [Source:MGI Symbol;Acc:MGI:1921783],-0.090902885,0.429538836,0.770298795,127,123,111,113,102,129,123,135,132,159,172,78,131,113
ENSMUSG00000049760,Micos13,mitochondrial contact site and cristae organizing system subunit 13 [Source:MGI Symbol;Acc:MGI:2442174],-0.099629599,0.429875846,0.770825331,305,412,306,381,205,470,314,442,380,428,462,270,368,287
ENSMUSG00000044018,Mrpl50,mitochondrial ribosomal protein L50 [Source:MGI Symbol;Acc:MGI:107329],-0.10254035,0.430223832,0.770959818,161,224,171,234,158,303,282,272,230,273,289,150,275,201
ENSMUSG00000029089,5730480H06Rik,RIKEN cDNA 5730480H06 gene [Source:MGI Symbol;Acc:MGI:1917842],-0.154796394,0.430098925,0.770959818,46,63,32,58,24,56,54,50,87,66,65,35,48,35
ENSMUSG00000090779,Gm17110,predicted gene 17110 [Source:MGI Symbol;Acc:MGI:4937937],-0.125956649,0.4302547,0.770959818,132,87,105,104,79,92,115,127,144,159,107,82,98,92
ENSMUSG00000039542,Ncam1,neural cell adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:97281],-0.161615217,0.43014125,0.770959818,820,380,481,343,343,815,767,542,1132,636,740,367,722,432
ENSMUSG00000069237,Fam8a1,"family with sequence similarity 8, member A1 [Source:MGI Symbol;Acc:MGI:2145496]",0.183782986,0.430141977,0.770959818,177,438,467,439,188,438,264,368,292,321,487,181,394,206
ENSMUSG00000020661,Dnmt3a,DNA methyltransferase 3A [Source:MGI Symbol;Acc:MGI:1261827],-0.07305718,0.430149062,0.770959818,520,489,414,485,475,536,557,539,616,620,689,403,481,459
ENSMUSG00000098090,2700099C18Rik,RIKEN cDNA 2700099C18 gene [Source:MGI Symbol;Acc:MGI:1924272],0.148307029,0.43020976,0.770959818,26,38,27,38,27,42,53,30,42,37,42,18,38,28
ENSMUSG00000100005,B130024G19Rik,RIKEN cDNA B130024G19 gene [Source:MGI Symbol;Acc:MGI:3604353],-0.318311622,0.430312419,0.77098546,41,8,17,3,22,15,14,23,32,19,18,26,15,20
ENSMUSG00000033436,Armcx2,"armadillo repeat containing, X-linked 2 [Source:MGI Symbol;Acc:MGI:1914666]",-0.250205243,0.430461715,0.771175159,81,13,45,22,27,27,47,50,75,50,38,34,39,37
ENSMUSG00000011837,Snapc2,"small nuclear RNA activating complex, polypeptide 2 [Source:MGI Symbol;Acc:MGI:1914861]",0.132172428,0.430586105,0.771320203,41,54,46,39,48,49,54,57,58,44,50,27,44,36
ENSMUSG00000074575,Kcng1,"potassium voltage-gated channel, subfamily G, member 1 [Source:MGI Symbol;Acc:MGI:3616086]",-0.364933714,0.430655703,0.771367078,26,4,7,2,10,15,3,8,14,21,12,6,15,13
ENSMUSG00000087193,Gm14820,predicted gene 14820 [Source:MGI Symbol;Acc:MGI:3713695],0.355143846,0.430815263,0.771575061,17,6,2,5,10,6,10,4,12,10,5,2,6,7
ENSMUSG00000026113,Inpp4a,"inositol polyphosphate-4-phosphatase, type I [Source:MGI Symbol;Acc:MGI:1931123]",-0.120420639,0.431485926,0.771767357,45,78,45,59,55,86,80,78,88,71,84,45,79,59
ENSMUSG00000099561,Gm28410,predicted gene 28410 [Source:MGI Symbol;Acc:MGI:5579116],0.231680984,0.431574427,0.771767357,21,34,40,39,9,34,29,21,20,34,55,14,22,19
ENSMUSG00000042066,Tmcc2,transmembrane and coiled-coil domains 2 [Source:MGI Symbol;Acc:MGI:1916125],-0.305213453,0.431447752,0.771767357,41,11,15,11,24,7,27,20,60,18,21,15,24,22
ENSMUSG00000027665,Pik3ca,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha [Source:MGI Symbol;Acc:MGI:1206581]",-0.088020796,0.431364174,0.771767357,304,313,236,245,237,373,361,312,477,288,356,254,342,240
ENSMUSG00000025488,Cox8b,cytochrome c oxidase subunit 8B [Source:MGI Symbol;Acc:MGI:105958],0.46727946,0.43153692,0.771767357,14,2,3,1,5,7,9,6,13,3,3,1,1,4
ENSMUSG00000019818,Cd164,CD164 antigen [Source:MGI Symbol;Acc:MGI:1859568],0.121098658,0.43127242,0.771767357,491,826,556,745,604,944,866,732,762,609,780,705,679,442
ENSMUSG00000035351,Nup37,nucleoporin 37 [Source:MGI Symbol;Acc:MGI:1919964],0.179564727,0.431256539,0.771767357,47,120,74,94,59,166,115,115,90,69,118,48,121,54
ENSMUSG00000036246,Gmip,Gem-interacting protein [Source:MGI Symbol;Acc:MGI:1926066],-0.124318893,0.431132149,0.771767357,81,70,65,74,69,78,82,69,109,85,147,45,82,64
ENSMUSG00000020264,Slc36a2,"solute carrier family 36 (proton/amino acid symporter), member 2 [Source:MGI Symbol;Acc:MGI:1891430]",-0.402259718,0.431397021,0.771767357,20,5,7,2,3,4,8,7,21,4,21,3,6,8
ENSMUSG00000000751,Rpa1,replication protein A1 [Source:MGI Symbol;Acc:MGI:1915525],-0.124349552,0.431174557,0.771767357,194,216,163,147,193,289,289,244,268,266,345,109,299,177
ENSMUSG00000085235,Gm12576,predicted gene 12576 [Source:MGI Symbol;Acc:MGI:3650616],0.351406155,0.430985999,0.771767357,7,3,8,7,4,5,8,8,4,1,8,6,4,3
ENSMUSG00000113894,Gm48838,"predicted gene, 48838 [Source:MGI Symbol;Acc:MGI:6098568]",-0.19652944,0.43149994,0.771767357,24,22,16,18,30,15,17,24,29,27,26,14,28,24
ENSMUSG00000021290,Atp5mpl,ATP synthase membrane subunit 6.8PL [Source:MGI Symbol;Acc:MGI:1917507],0.166389539,0.431463285,0.771767357,556,834,1148,913,567,1329,865,856,654,950,1456,390,1044,521
ENSMUSG00000115414,Gm49257,"predicted gene, 49257 [Source:MGI Symbol;Acc:MGI:6118730]",-0.310396928,0.431529699,0.771767357,14,7,6,3,3,8,13,12,19,8,12,2,9,8
ENSMUSG00000016283,H2-M2,"histocompatibility 2, M region locus 2 [Source:MGI Symbol;Acc:MGI:95914]",0.222092917,0.431481519,0.771767357,96,45,61,34,20,96,55,54,61,40,41,54,69,27
ENSMUSG00000029625,Cpsf4,cleavage and polyadenylation specific factor 4 [Source:MGI Symbol;Acc:MGI:1861602],0.113790735,0.431621214,0.771773319,97,79,57,89,76,108,102,89,99,94,124,60,73,48
ENSMUSG00000033096,Apmap,adipocyte plasma membrane associated protein [Source:MGI Symbol;Acc:MGI:1919131],0.138989777,0.431742987,0.771793737,48,74,63,54,32,65,56,60,59,51,76,25,60,42
ENSMUSG00000027540,Ptpn1,"protein tyrosine phosphatase, non-receptor type 1 [Source:MGI Symbol;Acc:MGI:97805]",-0.078469568,0.431762996,0.771793737,330,273,337,278,240,369,363,328,410,389,373,279,377,233
ENSMUSG00000095687,Rnaset2a,ribonuclease T2A [Source:MGI Symbol;Acc:MGI:1915445],0.197965694,0.431751944,0.771793737,22,24,12,24,13,32,24,28,12,21,22,17,22,12
ENSMUSG00000101462,Gm3052,predicted gene 3052 [Source:MGI Symbol;Acc:MGI:3781230],-0.300155327,0.431882713,0.771930047,8,10,7,3,3,15,11,7,12,5,14,11,17,5
ENSMUSG00000034854,Mfsd12,major facilitator superfamily domain containing 12 [Source:MGI Symbol;Acc:MGI:3604804],-0.231894475,0.43208452,0.772057663,48,30,24,19,17,44,30,25,42,23,52,56,28,21
ENSMUSG00000092541,Gm20537,predicted gene 20537 [Source:MGI Symbol;Acc:MGI:5142002],0.313288374,0.432070227,0.772057663,6,12,4,18,4,22,10,10,13,4,12,4,8,11
ENSMUSG00000041592,Sdk2,sidekick cell adhesion molecule 2 [Source:MGI Symbol;Acc:MGI:2443847],-0.573633335,0.432055824,0.772057663,94,12,13,10,17,23,20,19,30,14,11,125,10,31
ENSMUSG00000091509,Gm17066,predicted gene 17066 [Source:MGI Symbol;Acc:MGI:4937893],-0.085677229,0.4322162,0.772215263,400,492,328,436,384,560,489,600,562,466,538,295,534,406
ENSMUSG00000103050,Gm38273,"predicted gene, 38273 [Source:MGI Symbol;Acc:MGI:5611501]",-0.341981943,0.432288959,0.772267571,32,4,14,3,18,14,18,17,42,21,17,11,8,21
ENSMUSG00000028822,Tmem50a,transmembrane protein 50A [Source:MGI Symbol;Acc:MGI:1919067],-0.105670439,0.432341606,0.772283945,814,581,813,658,475,1046,883,751,901,732,1029,730,1065,567
ENSMUSG00000067629,Syngap1,synaptic Ras GTPase activating protein 1 homolog (rat) [Source:MGI Symbol;Acc:MGI:3039785],-0.241980397,0.432387704,0.772288617,28,5,12,13,14,21,23,13,23,35,23,13,17,17
ENSMUSG00000116165,Pdxp,"pyridoxal (pyridoxine, vitamin B6) phosphatase [Source:MGI Symbol;Acc:MGI:1919282]",0.338008,0.432475992,0.772368637,14,2,8,8,11,15,17,12,20,8,11,1,4,7
ENSMUSG00000090100,Ttbk2,tau tubulin kinase 2 [Source:MGI Symbol;Acc:MGI:2155779],-0.172913559,0.432696997,0.772685638,68,53,24,40,52,86,72,80,102,67,74,28,64,49
ENSMUSG00000026979,Psd4,pleckstrin and Sec7 domain containing 4 [Source:MGI Symbol;Acc:MGI:2674093],-0.138045838,0.432965517,0.772854326,48,71,63,65,40,65,51,73,80,48,88,63,64,44
ENSMUSG00000118506,1700094D03Rik,RIKEN cDNA 1700094D03 gene [Source:MGI Symbol;Acc:MGI:1920795],0.211123405,0.432940784,0.772854326,26,16,15,10,20,14,30,16,18,16,20,16,18,13
ENSMUSG00000001569,Nom1,nucleolar protein with MIF4G domain 1 [Source:MGI Symbol;Acc:MGI:1861749],-0.07390823,0.432917421,0.772854326,359,269,270,288,238,368,332,326,315,356,411,271,367,253
ENSMUSG00000064653,Gm26129,"predicted gene, 26129 [Source:MGI Symbol;Acc:MGI:5455906]",-0.163330811,0.432875174,0.772854326,54,38,59,31,54,41,38,57,55,61,78,40,53,32
ENSMUSG00000032511,Scn5a,"sodium channel, voltage-gated, type V, alpha [Source:MGI Symbol;Acc:MGI:98251]",0.489094559,0.433036453,0.77290327,12,1,9,2,0,12,12,1,9,2,9,3,3,7
ENSMUSG00000102841,Gm38036,"predicted gene, 38036 [Source:MGI Symbol;Acc:MGI:5611264]",-0.218421771,0.433242118,0.773015857,15,21,18,19,11,10,12,14,27,23,21,15,12,17
ENSMUSG00000081648,Gm13423,predicted gene 13423 [Source:MGI Symbol;Acc:MGI:3650165],0.243972382,0.433322867,0.773015857,41,20,13,17,15,14,22,21,21,18,22,10,29,6
ENSMUSG00000033460,Armcx1,"armadillo repeat containing, X-linked 1 [Source:MGI Symbol;Acc:MGI:1925498]",-0.318140971,0.433503176,0.773015857,48,7,17,9,35,19,23,27,43,13,30,38,20,30
ENSMUSG00000030329,Pianp,PILR alpha associated neural protein [Source:MGI Symbol;Acc:MGI:2441908],-0.177503211,0.433234059,0.773015857,47,30,29,16,27,42,27,33,58,29,40,22,47,28
ENSMUSG00000046417,Lrrc75a,leucine rich repeat containing 75A [Source:MGI Symbol;Acc:MGI:2682293],0.208174567,0.433568326,0.773015857,39,75,96,81,26,82,57,66,38,53,107,37,68,44
ENSMUSG00000043602,Zfp3,zinc finger protein 3 [Source:MGI Symbol;Acc:MGI:99177],-0.247286464,0.433578288,0.773015857,12,11,10,11,12,12,12,7,14,15,9,18,19,14
ENSMUSG00000044081,Zfp85os,"zinc finger protein 85, opposite strand [Source:MGI Symbol;Acc:MGI:1915521]",-0.317225414,0.433455721,0.773015857,4,8,4,4,6,6,4,7,6,8,10,6,8,2
ENSMUSG00000022623,Shank3,SH3 and multiple ankyrin repeat domains 3 [Source:MGI Symbol;Acc:MGI:1930016],0.346838664,0.433429742,0.773015857,12,2,12,3,13,8,6,6,10,4,7,4,11,5
ENSMUSG00000047434,Xxylt1,xyloside xylosyltransferase 1 [Source:MGI Symbol;Acc:MGI:2146443],-0.199314569,0.4331915,0.773015857,21,22,11,34,11,42,35,32,39,22,30,21,29,30
ENSMUSG00000052270,Fpr2,formyl peptide receptor 2 [Source:MGI Symbol;Acc:MGI:1278319],-0.393263171,0.433471096,0.773015857,9,1,6,1,11,4,10,7,12,16,9,4,10,2
ENSMUSG00000055839,Elob,elongin B [Source:MGI Symbol;Acc:MGI:1914923],0.116623293,0.433532723,0.773015857,469,692,469,708,390,902,547,762,591,597,678,348,595,408
ENSMUSG00000087131,Gm16152,predicted gene 16152 [Source:MGI Symbol;Acc:MGI:3802058],-0.37046259,0.43387984,0.773112268,18,3,8,5,1,15,10,12,18,7,23,3,16,3
ENSMUSG00000001864,Aif1l,allograft inflammatory factor 1-like [Source:MGI Symbol;Acc:MGI:1919598],-0.33980163,0.433822108,0.773112268,15,1,7,3,4,5,11,8,10,6,7,7,12,9
ENSMUSG00000102550,Gm8276,predicted gene 8276 [Source:MGI Symbol;Acc:MGI:3648019],0.399373337,0.433893536,0.773112268,8,2,4,12,5,3,3,5,7,6,5,1,2,4
ENSMUSG00000097616,1110019D14Rik,RIKEN cDNA 1110019D14 gene [Source:MGI Symbol;Acc:MGI:1923561],-0.199718302,0.433883433,0.773112268,20,22,21,9,19,26,25,20,18,29,26,29,23,20
ENSMUSG00000049643,2310022A10Rik,RIKEN cDNA 2310022A10 gene [Source:MGI Symbol;Acc:MGI:1913617],0.137607734,0.433813783,0.773112268,36,60,49,54,38,57,70,54,58,43,66,47,43,31
ENSMUSG00000020576,Nbas,neuroblastoma amplified sequence [Source:MGI Symbol;Acc:MGI:1918419],0.146393386,0.433734871,0.773112268,215,167,166,155,122,183,170,129,177,178,173,199,135,88
ENSMUSG00000097767,Miat,myocardial infarction associated transcript (non-protein coding) [Source:MGI Symbol;Acc:MGI:2444886],0.419217914,0.434127885,0.77333495,11,4,4,5,2,5,4,10,6,4,1,2,2,2
ENSMUSG00000019826,Zbtb24,zinc finger and BTB domain containing 24 [Source:MGI Symbol;Acc:MGI:3039618],0.166538376,0.434210741,0.77333495,29,62,55,61,46,66,62,37,57,41,89,31,68,36
ENSMUSG00000006728,Cdk4,cyclin-dependent kinase 4 [Source:MGI Symbol;Acc:MGI:88357],0.118067701,0.434236217,0.77333495,238,269,228,280,272,490,345,329,302,363,354,139,290,248
ENSMUSG00000022894,Adamts5,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 5 (aggrecanase-2) [Source:MGI Symbol;Acc:MGI:1346321]",-0.206214165,0.434185886,0.77333495,98,47,46,33,33,43,86,77,90,55,77,71,42,41
ENSMUSG00000071660,Ttc9c,tetratricopeptide repeat domain 9C [Source:MGI Symbol;Acc:MGI:1917637],-0.121223021,0.434077064,0.77333495,88,124,141,141,76,167,137,155,119,139,194,118,145,105
ENSMUSG00000012114,Med15,mediator complex subunit 15 [Source:MGI Symbol;Acc:MGI:2137379],-0.08044183,0.434307247,0.7733839,328,342,379,412,282,428,478,435,491,386,522,323,363,366
ENSMUSG00000104906,Gm43005,predicted gene 43005 [Source:MGI Symbol;Acc:MGI:5663142],-0.225469632,0.434447357,0.773555841,14,27,13,37,15,34,15,29,17,25,42,23,35,16
ENSMUSG00000025264,Tsr2,TSR2 20S rRNA accumulation [Source:MGI Symbol;Acc:MGI:1916749],-0.130135807,0.434726193,0.773711386,74,85,58,77,69,116,154,110,124,118,121,58,110,74
ENSMUSG00000031955,Bcar1,breast cancer anti-estrogen resistance 1 [Source:MGI Symbol;Acc:MGI:108091],-0.130114192,0.434752527,0.773711386,189,353,308,352,248,413,267,373,422,404,501,207,375,197
ENSMUSG00000020692,Nle1,notchless homolog 1 [Source:MGI Symbol;Acc:MGI:2429770],0.167959096,0.434626803,0.773711386,30,40,21,39,30,46,52,42,35,44,30,22,25,36
ENSMUSG00000037896,Rcor1,REST corepressor 1 [Source:MGI Symbol;Acc:MGI:106340],0.08819088,0.434626848,0.773711386,398,554,501,638,472,710,613,547,561,630,681,370,535,465
ENSMUSG00000051920,Rspo2,R-spondin 2 [Source:MGI Symbol;Acc:MGI:1922667],0.363950727,0.434686301,0.773711386,12,9,9,2,1,14,9,4,12,4,10,5,2,7
ENSMUSG00000052423,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3 [Source:MGI Symbol;Acc:MGI:1928767]",0.157064652,0.435139676,0.773723554,54,56,48,57,78,72,77,50,56,75,59,32,71,68
ENSMUSG00000085314,Gm14866,predicted gene 14866 [Source:MGI Symbol;Acc:MGI:3704514],0.3628981,0.43521704,0.773723554,1,26,30,22,16,30,12,16,19,18,39,3,18,6
ENSMUSG00000091648,C2cd4d,C2 calcium-dependent domain containing 4D [Source:MGI Symbol;Acc:MGI:2685505],-1.066154923,0.435025808,0.773723554,18,4,0,0,0,3,0,3,1,1,1,28,1,6
ENSMUSG00000051735,Rinl,Ras and Rab interactor-like [Source:MGI Symbol;Acc:MGI:2444024],-0.184129595,0.434868985,0.773723554,45,40,38,20,21,57,40,38,70,40,63,16,57,28
ENSMUSG00000030847,Bag3,BCL2-associated athanogene 3 [Source:MGI Symbol;Acc:MGI:1352493],-0.13439532,0.435238558,0.773723554,199,111,195,115,108,221,182,141,204,162,257,171,203,131
ENSMUSG00000058799,Nap1l1,nucleosome assembly protein 1-like 1 [Source:MGI Symbol;Acc:MGI:1855693],0.139521139,0.435172083,0.773723554,206,129,118,110,125,148,209,130,231,137,141,75,157,120
ENSMUSG00000057672,Pkn1,protein kinase N1 [Source:MGI Symbol;Acc:MGI:108022],-0.098844953,0.434843781,0.773723554,233,156,172,198,192,220,228,254,285,228,277,186,189,144
ENSMUSG00000076911,Traj18,T cell receptor alpha joining 18 [Source:MGI Symbol;Acc:MGI:4440521],-0.37308246,0.435019412,0.773723554,11,5,16,6,2,4,6,12,9,2,23,5,13,6
ENSMUSG00000086914,Gm16124,predicted gene 16124 [Source:MGI Symbol;Acc:MGI:3802001],-0.211849793,0.434940954,0.773723554,11,16,13,12,9,24,23,26,17,10,23,17,20,14
ENSMUSG00000022338,Eny2,ENY2 transcription and export complex 2 subunit [Source:MGI Symbol;Acc:MGI:1919286],-0.082139879,0.435113759,0.773723554,538,612,574,624,327,770,644,687,677,684,727,434,680,540
ENSMUSG00000117872,A530088E08Rik,RIKEN cDNA A530088E08 gene [Source:MGI Symbol;Acc:MGI:3603459],-0.310390947,0.434954166,0.773723554,6,4,4,6,6,11,12,8,14,4,20,3,8,7
ENSMUSG00000048572,Tmem252,transmembrane protein 252 [Source:MGI Symbol;Acc:MGI:3583948],0.189218124,0.435441425,0.77400672,345,132,255,120,341,252,269,198,284,216,309,134,264,202
ENSMUSG00000029056,Pank4,pantothenate kinase 4 [Source:MGI Symbol;Acc:MGI:2387466],-0.307343644,0.435536047,0.774097442,10,7,2,9,5,6,7,5,16,12,11,3,6,7
ENSMUSG00000035781,R3hdm4,R3H domain containing 4 [Source:MGI Symbol;Acc:MGI:1924814],-0.135026686,0.435601031,0.774135472,308,266,219,204,377,331,304,291,412,318,369,317,347,242
ENSMUSG00000045392,Olfr1033,olfactory receptor 1033 [Source:MGI Symbol;Acc:MGI:3030867],-0.435929692,0.435734239,0.774294729,8,1,0,2,5,9,3,10,9,2,5,3,7,3
ENSMUSG00000106607,Gm43178,predicted gene 43178 [Source:MGI Symbol;Acc:MGI:5663315],-0.319479209,0.436174085,0.774998791,5,4,10,11,10,6,7,8,22,4,15,10,7,5
ENSMUSG00000026896,Ifih1,interferon induced with helicase C domain 1 [Source:MGI Symbol;Acc:MGI:1918836],0.131166101,0.436706933,0.77505996,171,279,352,345,182,331,264,251,298,256,375,159,295,213
ENSMUSG00000031399,Fam3a,"family with sequence similarity 3, member A [Source:MGI Symbol;Acc:MGI:1913544]",-0.153033664,0.436582124,0.77505996,45,48,44,41,32,50,39,57,36,39,59,56,52,39
ENSMUSG00000028138,Adh5,"alcohol dehydrogenase 5 (class III), chi polypeptide [Source:MGI Symbol;Acc:MGI:87929]",0.128661755,0.436681671,0.77505996,114,187,185,191,88,260,161,165,172,193,198,107,168,114
ENSMUSG00000035811,Ugt2b35,"UDP glucuronosyltransferase 2 family, polypeptide B35 [Source:MGI Symbol;Acc:MGI:3576100]",-0.192687516,0.436743775,0.77505996,55,135,81,205,70,130,102,165,110,162,170,75,131,113
ENSMUSG00000105495,Gm42995,predicted gene 42995 [Source:MGI Symbol;Acc:MGI:5663132],-0.3821841,0.436567996,0.77505996,10,1,4,1,3,6,4,7,6,4,4,7,6,4
ENSMUSG00000107017,Gm43196,predicted gene 43196 [Source:MGI Symbol;Acc:MGI:5663333],-0.351386017,0.436775809,0.77505996,14,3,4,4,14,3,10,8,11,9,17,9,4,12
ENSMUSG00000032766,Gng11,"guanine nucleotide binding protein (G protein), gamma 11 [Source:MGI Symbol;Acc:MGI:1913316]",0.157196578,0.436685293,0.77505996,244,104,166,102,184,197,285,161,238,184,198,114,177,127
ENSMUSG00000037621,Atoh8,atonal bHLH transcription factor 8 [Source:MGI Symbol;Acc:MGI:1918343],-0.220587907,0.436555245,0.77505996,37,14,16,12,17,52,35,27,45,29,45,13,31,28
ENSMUSG00000000171,Sdhd,"succinate dehydrogenase complex, subunit D, integral membrane protein [Source:MGI Symbol;Acc:MGI:1914175]",-0.244687464,0.43668499,0.77505996,27,77,31,49,25,83,49,114,63,49,76,17,75,30
ENSMUSG00000049680,Urgcp,upregulator of cell proliferation [Source:MGI Symbol;Acc:MGI:1919296],0.130602008,0.436388457,0.77505996,89,104,148,139,102,144,104,132,116,102,176,70,132,76
ENSMUSG00000004698,Hdac9,histone deacetylase 9 [Source:MGI Symbol;Acc:MGI:1931221],-0.205615524,0.436397268,0.77505996,66,32,38,27,46,39,58,50,115,37,60,26,52,38
ENSMUSG00000069045,Ddx3y,"DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, Y-linked [Source:MGI Symbol;Acc:MGI:1349406]",-0.074801418,0.436256149,0.77505996,417,420,369,449,376,580,547,431,650,427,638,379,518,395
ENSMUSG00000086935,Gm15956,predicted gene 15956 [Source:MGI Symbol;Acc:MGI:3801856],0.387907009,0.436606291,0.77505996,4,5,7,4,3,4,4,2,6,3,4,0,6,4
ENSMUSG00000086040,Wipf3,"WAS/WASL interacting protein family, member 3 [Source:MGI Symbol;Acc:MGI:3044681]",-0.165077183,0.436836727,0.775090621,112,110,173,155,89,168,104,185,123,131,308,102,128,106
ENSMUSG00000057219,Armc7,armadillo repeat containing 7 [Source:MGI Symbol;Acc:MGI:2679719],0.111393547,0.437017228,0.77527718,55,68,57,79,52,82,64,69,69,66,68,40,72,54
ENSMUSG00000116802,Gm5165,predicted gene 5165 [Source:MGI Symbol;Acc:MGI:3646034],-0.321458798,0.437030563,0.77527718,3,8,14,7,6,11,10,16,8,4,7,11,10,17
ENSMUSG00000071656,Lrrn4cl,LRRN4 C-terminal like [Source:MGI Symbol;Acc:MGI:1916102],-0.369223352,0.437072822,0.77527718,9,5,8,2,3,2,6,1,11,9,8,6,5,7
ENSMUSG00000025958,Creb1,cAMP responsive element binding protein 1 [Source:MGI Symbol;Acc:MGI:88494],-0.097696828,0.437314041,0.775584064,425,421,417,485,473,739,634,570,681,600,738,305,704,425
ENSMUSG00000109498,Gm45222,predicted gene 45222 [Source:MGI Symbol;Acc:MGI:5753798],-0.172972909,0.437376836,0.775584064,25,18,22,25,24,21,31,16,36,32,39,23,32,18
ENSMUSG00000034265,Zdhhc14,"zinc finger, DHHC domain containing 14 [Source:MGI Symbol;Acc:MGI:2653229]",-0.182817461,0.437354637,0.775584064,71,34,42,18,46,56,54,43,75,52,51,45,68,41
ENSMUSG00000116238,Gm49413,"predicted gene, 49413 [Source:MGI Symbol;Acc:MGI:6155041]",-0.326309717,0.437430899,0.775591456,2,7,4,5,5,4,16,5,9,11,12,6,8,5
ENSMUSG00000042401,Crtac1,cartilage acidic protein 1 [Source:MGI Symbol;Acc:MGI:1920082],0.418380068,0.437468341,0.775591456,10,0,6,6,11,14,2,2,6,6,6,2,8,8
ENSMUSG00000037470,Uggt1,UDP-glucose glycoprotein glucosyltransferase 1 [Source:MGI Symbol;Acc:MGI:2443162],0.073266488,0.437859171,0.775604173,646,668,602,620,431,868,790,593,617,743,800,519,696,514
ENSMUSG00000060771,Tsga10,testis specific 10 [Source:MGI Symbol;Acc:MGI:2685063],-0.256291015,0.437955872,0.775604173,36,11,27,18,31,28,16,29,68,24,28,26,28,11
ENSMUSG00000041921,Metap1d,methionyl aminopeptidase type 1D (mitochondrial) [Source:MGI Symbol;Acc:MGI:1913809],-0.108107994,0.437536958,0.775604173,81,80,60,61,76,76,102,81,109,92,100,62,88,69
